source_system,source_record_id,entity_id_truth,npi,me_number,dea_number,first_name,last_name,middle_name,suffix,credential,specialty_code,address_line1,city,state,zip5,phone,state_license,license_state,is_active,do_not_contact
hcp_master,HCP000370,HCP000370,8375143756,21826149627,GB9950459,JOSEPH,HALL,K,,NP,207Q00000X,1370 MEDICAL PLZ,SYNTH CITY 20,MA,91190,5555264563,MA261550,MA,True,False
crm,CRM000370,HCP000370,8375143756,,GB9950459,JOSEPH,HALL,K,,NP,207Q00000X,1370 MEDICAL PLZ,SYNTH CITY 20,MA,91190,5555264563,,,True,False
rx_demand,RXD000370,HCP000370,8375143756,21826149627,,JOSEPH,HALL,K,,NP,207Q00000X,1370 MEDICAL PLZ,SYNTH CITY 20,MA,91190,,,,True,False
specialty,SPC000370,HCP000370,8375143756,,,JOSEPH,HALL,K,,NP,207Q00000X,1370 MEDICAL PLZ,SYNTH CITY 20,MA,91190,5555264563,,,True,False
hcp_master,HCP000371,HCP000371,5507667199,22992620208,PB5258882,BARBARA,RILEY,A,,MD,207RX0202X,1371 MEDICAL PLZ,SYNTH CITY 21,PA,91197,5556925992,PA652424,PA,True,False
crm,CRM000371,HCP000371,,,PB5258882,BARBARA,RILEY,A,,MD,207RX0202X,1371 MEDICAL Plaza,SYNTH CITY 21,PA,91197,5556925992,,,True,False
rx_demand,RXD000371,HCP000371,5507667199,22992620208,,BARBARA,RILEY,A,,MD,207RX0202X,1371 MEDICAL Plaza,SYNTH CITY 21,PA,91197,,,,True,False
specialty,SPC000371,HCP000371,5507667199,,,BARBARA,RILEY,A,,MD,207RX0202X,1371 MEDICAL PLZ,SYNTH CITY 21,PA,91197,5556925992,,,True,False
hcp_master,HCP000372,HCP000372,8414159110,97433387215,MP3414633,JESSICA,PARKER,J,,NP,207R00000X,1372 MEDICAL PLZ,SYNTH CITY 22,IL,91204,5551555036,IL927131,IL,True,False
crm,CRM000372,HCP000372,8414159110,,MP3414633,JESSICA,PARKER,J,,NP,207R00000X,1372 MEDICAL PLZ,SYNTH CITY 22,IL,91204,5551555036,,,True,False
rx_demand,RXD000372,HCP000372,8414159110,97433387215,,JESSICA,PARKER,J,,NP,207R00000X,1372 MEDICAL PLZ,SYNTH CITY 22,IL,91204,,,,True,False
specialty,SPC000372,HCP000372,8414159110,,,JESSICA,PARKER,J,,NP,207R00000X,1372 MEDICAL PLZ,SYNTH CITY 22,IL,91204,5551555036,,,True,False
hcp_master,HCP000373,HCP000373,8985477487,01168542151,PF3020747,JOHN,MORRISON,T,,PA,207RR0500X,1373 MEDICAL PLZ,SYNTH CITY 23,OH,91211,5552049476,OH232827,OH,True,False
crm,CRM000373,HCP000373,8985477487,,PF3020747,JOHN,MORRISON,T,,PA,207RR0500X,1373 MEDICAL PLZ,SYNTH CITY 23,OH,91211,5552049476,,,True,False
rx_demand,RXD000373,HCP000373,8985477487,01168542151,,JOHN,MORRISON,T,,PA,207RR0500X,1373 MEDICAL Plaza,SYNTH CITY 23,OH,91211,,,,True,False
specialty,SPC000373,HCP000373,8985477487,,,JOHN,MORRISON,T,,PA,207RR0500X,1373 MEDICAL Plaza,SYNTH CITY 23,OH,91211,5552049476,,,True,False
hcp_master,HCP000374,HCP000374,8235035226,99612905588,BG6951951,TYLER,RICE,G,,NP,207RC0000X,1374 MEDICAL PLZ,SYNTH CITY 24,MI,91218,5554972267,MI954067,MI,True,False
crm,CRM000374,HCP000374,8235035226,,BG6951951,TYLER,RICE,G,,NP,207RC0000X,1374 MEDICAL Plaza,SYNTH CITY 24,MI,91218,5554972267,,,True,False
rx_demand,RXD000374,HCP000374,8235035226,99612905588,,TYLER,RICE,G,,NP,207RC0000X,1374 MEDICAL PLZ,SYNTH CITY 24,MI,91218,,,,True,False
specialty,SPC000374,HCP000374,8235035226,,,TYLER,RICE,G,,NP,207RC0000X,1374 MEDICAL PLZ,SYNTH CITY 24,MI,91218,5554972267,,,True,False
hcp_master,HCP000375,HCP000375,9065553536,41902333347,PF2604260,JENNIFER,THOMAS,T,,PA,208000000X,1375 MEDICAL PLZ,SYNTH CITY 25,MN,91225,5555276558,MN615015,MN,True,False
crm,CRM000375,HCP000375,9065553536,,PF2604260,JENNIFER,THOMAS,T,,PA,208000000X,1375 MEDICAL PLZ,SYNTH CITY 25,MN,91225,5555276558,,,True,False
rx_demand,RXD000375,HCP000375,9065553536,41902333347,,JENNIFER,THOMAS,T,,PA,208000000X,1375 MEDICAL PLZ,SYNTH CITY 25,MN,91225,,,,True,False
specialty,SPC000375,HCP000375,9065553536,,,JENNIFER,THOMAS,T,,PA,208000000X,1375 MEDICAL Plaza STE 27,SYNTH CITY 25,MN,91225,5555276558,,,True,False
hcp_master,HCP000376,HCP000376,2248933154,22983123489,PP1196271,HEATHER,REYES,A,,PA,207Q00000X,1376 MEDICAL PLZ,SYNTH CITY 26,CA,91232,5557586481,CA690735,CA,True,False
crm,CRM000376,HCP000376,2248933154,,PP1196271,HEATHER,REYES,A,,PA,207Q00000X,1376 MEDICAL PLZ,SYNTH CITY 26,CA,91232,5557586481,,,True,False
rx_demand,RXD000376,HCP000376,2248933154,22983123489,,HEATHER,REYES,A,,PA,207Q00000X,1376 MEDICAL Plaza,SYNTH CITY 26,CA,91232,,,,True,False
specialty,SPC000376,HCP000376,2248933154,,,HEATHER,REYES,A,,PA,207Q00000X,1376 MEDICAL PLZ,SYNTH CITY 26,CA,91232,5557586481,,,True,False
hcp_master,HCP000377,HCP000377,3063703300,88080868411,AP5210278,NICOLE,WEISS,W,,NP,207RX0202X,1377 MEDICAL PLZ,SYNTH CITY 27,OR,91239,5557234535,OR399261,OR,True,False
crm,CRM000377,HCP000377,3063703300,,AP5210278,NICOLE,WEISS,W,,NP,207RX0202X,1377 MEDICAL PLZ,SYNTH CITY 27,OR,91239,5557234535,,,True,False
rx_demand,RXD000377,HCP000377,3063703300,88080868411,,NICOLE,WEISS,W,,NP,207RX0202X,1377 MEDICAL PLZ,SYNTH CITY 27,OR,91239,,,,True,False
specialty,SPC000377,HCP000377,3063703300,,,NICOLE,WEISS,W,,NP,207RX0202X,1377 MEDICAL PLZ,SYNTH CITY 27,OR,91239,5557234535,,,True,False
hcp_master,HCP000378,HCP000378,6727464433,18438823486,GB3079734,BRANDI,MITCHELL,A,,PA,207R00000X,1378 MEDICAL PLZ,SYNTH CITY 28,WA,91246,5555490364,WA619676,WA,True,False
crm,CRM000378,HCP000378,6727464433,,GB3079734,BRANDI,MITCHELL,A,,PA,207R00000X,1378 MEDICAL Plaza STE 35,SYNTH CITY 28,WA,91246,5555490364,,,True,False
rx_demand,RXD000378,HCP000378,6727464433,18438823486,,BRANDI,MITCHELL,A,,PA,207R00000X,1378 MEDICAL PLZ,SYNTH CITY 28,WA,91246,,,,True,False
specialty,SPC000378,HCP000378,6727464433,,,BRANDI,MITCHELL,A,,PA,207R00000X,1378 MEDICAL PLZ,SYNTH CITY 28,WA,91246,5555490364,,,True,False
hcp_master,HCP000379,HCP000379,5638496898,82718654633,BB8748651,BRANDON,GUTIERREZ,M,,NP,207RR0500X,1379 MEDICAL PLZ,SYNTH CITY 29,AZ,91253,5555628188,AZ160619,AZ,True,False
crm,CRM000379,HCP000379,5638496898,,BB8748651,BRANDON,GUTIERREZ,M,,NP,207RR0500X,1379 MEDICAL Plaza,SYNTH CITY 29,AZ,91253,5555628188,,,True,False
rx_demand,RXD000379,HCP000379,5638496898,82718654633,,BRANDON,GUTIERREZ,M,,NP,207RR0500X,1379 MEDICAL PLZ,SYNTH CITY 29,AZ,91253,,,,True,False
specialty,SPC000379,HCP000379,5638496898,,,BRANDON,GUTIERREZ,M,,NP,207RR0500X,1379 MEDICAL PLZ,SYNTH CITY 29,AZ,91253,5555628188,,,True,False
hcp_master,HCP000380,HCP000380,3834033714,60868986806,RF9543187,SHELBY,DICKERSON,R,,MD,207RC0000X,1380 MEDICAL PLZ,SYNTH CITY 30,CO,91260,5555069871,CO800828,CO,True,False
crm,CRM000380,HCP000380,3834033714,,RF9543187,SHELBY,DICKERSON,R,,MD,207RC0000X,1380 MEDICAL Plaza,SYNTH CITY 30,CO,91260,5555069871,,,True,False
rx_demand,RXD000380,HCP000380,3834033714,60868986806,,SHELBY,DICKERSON,R,,MD,207RC0000X,1380 MEDICAL Plaza STE 32,SYNTH CITY 30,CO,91260,,,,True,False
specialty,SPC000380,HCP000380,3834033714,,,SHELBY,DICKERSON,R,,MD,207RC0000X,1380 MEDICAL PLZ,SYNTH CITY 30,CO,91260,5555069871,,,True,False
hcp_master,HCP000381,HCP000381,6300128116,62428025840,GB3992559,JOSEPH,RICHARDSON,E,,MD,208000000X,1381 MEDICAL PLZ,SYNTH CITY 31,TX,91267,5551041814,TX102060,TX,True,False
crm,CRM000381,HCP000381,6300128116,,GB3992559,JOSEPH,RICHARDSON,E,,MD,208000000X,1381 MEDICAL PLZ,SYNTH CITY 31,TX,91267,5551041814,,,True,False
rx_demand,RXD000381,HCP000381,6300128116,62428025840,,JOSEPH,RICHARDSON,E,,MD,208000000X,1381 MEDICAL Plaza,SYNTH CITY 31,TX,91267,,,,True,False
specialty,SPC000381,HCP000381,6300128116,,,JOSEPH,RICHARDSON,E,,MD,208000000X,1381 MEDICAL PLZ,SYNTH CITY 31,TX,91267,5551041814,,,True,False
hcp_master,HCP000382,HCP000382,1606817595,27804779799,RG4492760,DENNIS,SIMMONS,A,,DO,207Q00000X,1382 MEDICAL Plaza,SYNTH CITY 32,FL,91274,5554208604,FL502609,FL,True,False
crm,CRM000382,HCP000382,1606817595,,RG4492760,DENNIS,SIMMONS,A,,DO,207Q00000X,1382 MEDICAL Plaza,SYNTH CITY 32,FL,91274,5554208604,,,True,False
rx_demand,RXD000382,HCP000382,1606817595,27804779799,,DENNIS,SIMMONS,A,,DO,207Q00000X,1382 MEDICAL PLZ,SYNTH CITY 32,FL,91274,,,,True,False
specialty,SPC000382,HCP000382,1606817595,,,DENNIS,SIMMONS,A,,DO,207Q00000X,1382 MEDICAL PLZ,SYNTH CITY 32,FL,91274,5554208604,,,True,False
hcp_master,HCP000383,HCP000383,2853469437,74510615723,RA7194071,MARIA,THOMAS,C,,DO,207RX0202X,1383 MEDICAL PLZ,SYNTH CITY 33,GA,91281,5558722544,GA477042,GA,True,False
crm,CRM000383,HCP000383,2853469437,,RA7194071,MARIA,THOMAS,C,,DO,207RX0202X,1383 MEDICAL Plaza,SYNTH CITY 33,GA,91281,5558722544,,,True,False
rx_demand,RXD000383,HCP000383,2853469437,74510615723,,MARIA,THOMAS,C,,DO,207RX0202X,1383 MEDICAL PLZ,SYNTH CITY 33,GA,91281,,,,True,False
specialty,SPC000383,HCP000383,2853469437,,,MARIA,THOMAS,C,,DO,207RX0202X,1383 MEDICAL PLZ,SYNTH CITY 33,GA,91281,5558722544,,,True,False
hcp_master,HCP000384,HCP000384,6174309099,04855193586,PB4513898,ROBERT,SMITH,M,,PA,207R00000X,1384 MEDICAL PLZ,SYNTH CITY 3,GA,90721,5556581177,NY869956,NY,True,False
crm,CRM000384,HCP000384,6174309099,,PB4513898,ROBERT,SMITH,M,,PA,207R00000X,1384 MEDICAL Plaza,SYNTH CITY 3,GA,90721,5556581177,,,True,False
rx_demand,RXD000384,HCP000384,2829198053,04855193586,,ROBERT,SMITH,M,,PA,207R00000X,1384 MEDICAL PLZ,SYNTH CITY 3,GA,90721,,,,True,False
specialty,SPC000384,HCP000384,6174309099,,,ROBERT,SMITH,M,,PA,207R00000X,1384 MEDICAL Plaza,SYNTH CITY 3,GA,90721,5556581177,,,True,False
hcp_master,HCP000385,HCP000385,7156471394,55901321268,FM8081678,ERIC,MARQUEZ SR,M,SR,DO,207RR0500X,1385 MEDICAL PLZ,SYNTH CITY 35,NJ,91295,5552426767,NJ967524,NJ,True,False
crm,CRM000385,HCP000385,7156471394,,FM8081678,ERIC,MARQUEZ SR,M,SR,DO,207RR0500X,1385 MEDICAL Plaza,SYNTH CITY 35,NJ,91295,5552426767,,,True,False
rx_demand,RXD000385,HCP000385,7156471394,55901321268,,ERIC,MARQUEZ SR,M,SR,DO,207RR0500X,1385 MEDICAL PLZ,SYNTH CITY 35,NJ,91295,,,,True,False
specialty,SPC000385,HCP000385,7156471394,,,ERIC,MARQUEZ,M,SR,DO,207RR0500X,1385 MEDICAL PLZ,SYNTH CITY 35,NJ,91295,5552426767,,,True,False
hcp_master,HCP000386,HCP000386,1173743265,48444448700,AM2381102,STEVEN,THOMAS,R,,NP,207RC0000X,1386 MEDICAL PLZ,SYNTH CITY 9,OH,90763,5555718917,MA265818,MA,True,False
crm,CRM000386,HCP000386,1173743265,,AM2381102,STEVEN,THOMAS,R,,NP,207RC0000X,1386 MEDICAL PLZ,SYNTH CITY 9,OH,90763,5555718917,,,True,False
rx_demand,RXD000386,HCP000386,1173743265,48444448700,,STEVEN,THOMAS,R,,NP,207RC0000X,1386 MEDICAL PLZ,SYNTH CITY 9,OH,90763,,,,True,False
specialty,SPC000386,HCP000386,1173743265,,,STEVEN,THOMAS,R,,NP,207RC0000X,1386 MEDICAL PLZ,SYNTH CITY 9,OH,90763,5555718917,,,True,False
hcp_master,HCP000387,HCP000387,3790128144,01059322996,GB9016115,MARCUS,GRIMES,E,,NP,208000000X,1387 MEDICAL PLZ,SYNTH CITY 37,PA,91309,5557833939,PA266443,PA,True,False
crm,CRM000387,HCP000387,3790128144,,GB9016115,MARCUS,GRIMES,E,,NP,208000000X,1387 MEDICAL Plaza,SYNTH CITY 37,PA,91309,5557833939,,,True,False
rx_demand,RXD000387,HCP000387,,01059322996,,MARCUS,GRIMES,E,,NP,208000000X,1387 MEDICAL Plaza STE 21,SYNTH CITY 37,PA,91309,,,,True,False
specialty,SPC000387,HCP000387,3790128144,,,MARCUS,GRIMES,E,,NP,208000000X,1387 MEDICAL PLZ,SYNTH CITY 37,PA,91309,5557833939,,,True,False
hcp_master,HCP000388,HCP000388,0722971039,48403498105,GP2843493,JARED,KELLER,D,,MD,207Q00000X,1388 MEDICAL PLZ,SYNTH CITY 38,IL,91316,5557375046,IL582816,IL,True,False
crm,CRM000388,HCP000388,0722971039,,GP2843493,JARED,KELLER,D,,MD,207Q00000X,1388 MEDICAL Plaza,SYNTH CITY 38,IL,91316,5557375046,,,True,False
rx_demand,RXD000388,HCP000388,0722971039,48403498105,,JARED,KELLER,D,,MD,207Q00000X,1388 MEDICAL Plaza,SYNTH CITY 38,IL,91316,,,,True,False
specialty,SPC000388,HCP000388,0722971039,,,JARED,KELLER,D,,MD,207Q00000X,1388 MEDICAL PLZ,SYNTH CITY 38,IL,91316,5557375046,,,True,False
hcp_master,HCP000389,HCP000389,9746318218,65366565863,MB2850396,BLAKE,MORRIS,A,,MD,207RX0202X,1389 MEDICAL PLZ,SYNTH CITY 39,OH,91323,5551829086,OH261711,OH,True,False
crm,CRM000389,HCP000389,9746318218,,MB2850396,BLAKE,MORRIS,A,,MD,207RX0202X,1389 MEDICAL PLZ,SYNTH CITY 39,OH,91323,5551829086,,,True,False
rx_demand,RXD000389,HCP000389,9746318218,65366565863,,BLAKE,MORRIS,A,,MD,207RX0202X,1389 MEDICAL Plaza STE 8,SYNTH CITY 39,OH,91323,,,,True,False
specialty,SPC000389,HCP000389,9746318218,,,BLAKE,MORRIS,A,,MD,207RX0202X,1389 MEDICAL Plaza,SYNTH CITY 39,OH,91323,5551829086,,,True,False
hcp_master,HCP000390,HCP000390,7764637923,36223161339,RA1726919,ALICIA,COLLINS,K,,NP,207R00000X,1390 MEDICAL Plaza STE 29,SYNTH CITY 40,MI,91330,5555984974,MI892406,MI,True,False
crm,CRM000390,HCP000390,7764637923,,RA1726919,ALICIA,COLLINS,K,,NP,207R00000X,1390 MEDICAL Plaza,SYNTH CITY 40,MI,91330,5555984974,,,True,False
rx_demand,RXD000390,HCP000390,7764637923,36223161339,,ALICIA,COLLINS,K,,NP,207R00000X,1390 MEDICAL PLZ,SYNTH CITY 40,MI,91330,,,,True,False
specialty,SPC000390,HCP000390,7764637923,,,ALICIA,COLLINS,K,,NP,207R00000X,1390 MEDICAL PLZ,SYNTH CITY 40,MI,91330,5555984974,,,True,False
hcp_master,HCP000391,HCP000391,5402970037,41068136182,GF6105867,GREGORY,PETERSON,B,,DO,207RR0500X,1391 MEDICAL Plaza,SYNTH CITY 41,MN,91337,5558035294,MN988745,MN,True,False
crm,CRM000391,HCP000391,5402970037,,GF6105867,GREGORY,PETERSON,B,,DO,207RR0500X,1391 MEDICAL Plaza,SYNTH CITY 41,MN,91337,5558035294,,,True,False
rx_demand,RXD000391,HCP000391,5402970037,41068136182,,GREGORY,PETERSON,B,,DO,207RR0500X,1391 MEDICAL Plaza,SYNTH CITY 41,MN,91337,,,,True,False
specialty,SPC000391,HCP000391,,,,GREGORY,PETERSON,B,,DO,207RR0500X,1391 MEDICAL PLZ,SYNTH CITY 41,MN,91337,5558035294,,,True,False
hcp_master,HCP000392,HCP000392,6862268961,50335230049,FB2966191,JACOB,KANE,D,,PA,207RC0000X,1392 MEDICAL PLZ,SYNTH CITY 42,CA,91344,5559997221,CA881361,CA,True,False
crm,CRM000392,HCP000392,8676124407,,FB2966191,JACOB,KANE,D,,PA,207RC0000X,1392 MEDICAL PLZ,SYNTH CITY 42,CA,91344,5559997221,,,True,False
rx_demand,RXD000392,HCP000392,6862268961,50335230049,,JACOB,KANE,D,,PA,207RC0000X,1392 MEDICAL PLZ,SYNTH CITY 42,CA,91344,,,,True,False
specialty,SPC000392,HCP000392,6862268961,,,JACOB,KANE,D,,PA,207RC0000X,1392 MEDICAL Plaza,SYNTH CITY 42,CA,91344,5559997221,,,True,False
hcp_master,HCP000393,HCP000393,3621209279,48546864889,AR1662098,SHANNON,FREEMAN,C,,MD,208000000X,1393 MEDICAL Plaza,SYNTH CITY 43,OR,91351,5553858123,OR609888,OR,True,False
crm,CRM000393,HCP000393,3621209279,,AR1662098,SHANNON,FREEMAN,C,,MD,208000000X,1393 MEDICAL PLZ,SYNTH CITY 43,OR,91351,5553858123,,,True,False
rx_demand,RXD000393,HCP000393,3621209279,48546864889,,SHANNON,FREEMAN,C,,MD,208000000X,1393 MEDICAL Plaza STE 23,SYNTH CITY 43,OR,91351,,,,True,False
specialty,SPC000393,HCP000393,3621209279,,,SHANNON,FREEMAN,C,,MD,208000000X,1393 MEDICAL PLZ,SYNTH CITY 43,OR,91351,5553858123,,,True,False
hcp_master,HCP000394,HCP000394,4057410274,34760018007,MR2615194,JIM,BROWN JR,D,JR,PA,207Q00000X,1394 MEDICAL Plaza,SYNTH CITY 44,WA,91358,5557188454,WA558972,WA,True,False
crm,CRM000394,HCP000394,4057410274,,MR2615194,JAMES,BROWN,D,JR,PA,207Q00000X,1394 MEDICAL PLZ,SYNTH CITY 44,WA,91358,5557188454,,,True,False
rx_demand,RXD000394,HCP000394,4057410274,34760018007,,JIM,BROWN JR,D,JR,PA,207Q00000X,1394 MEDICAL Plaza STE 6,SYNTH CITY 44,WA,91358,,,,True,False
specialty,SPC000394,HCP000394,4057410274,,,JAMES,BROWN,D,JR,PA,207Q00000X,1394 MEDICAL PLZ,SYNTH CITY 44,WA,91358,5557188454,,,True,False
hcp_master,HCP000395,HCP000395,2231443914,07208120108,AP1986827,JOHN,NELSON,G,,PA,207RX0202X,1395 MEDICAL Plaza STE 26,SYNTH CITY 45,AZ,91365,5553426362,AZ751143,AZ,True,False
crm,CRM000395,HCP000395,,,AP1986827,JOHN,NELSON,G,,PA,207RX0202X,1395 MEDICAL Plaza,SYNTH CITY 45,AZ,91365,5553426362,,,True,False
rx_demand,RXD000395,HCP000395,2231443914,07208120108,,JOHN,NELSON,G,,PA,207RX0202X,1395 MEDICAL Plaza,SYNTH CITY 45,AZ,91365,,,,True,False
specialty,SPC000395,HCP000395,2231443914,,,JOHN,NELSON,G,,PA,207RX0202X,1395 MEDICAL Plaza STE 18,SYNTH CITY 45,AZ,91365,5553426362,,,True,False
hcp_master,HCP000396,HCP000396,7771815322,44406180034,RG3828433,DANIEL,GARCIA,R,,NP,207R00000X,1396 MEDICAL PLZ,SYNTH CITY 46,CO,91372,5556866428,CO671019,CO,True,False
crm,CRM000396,HCP000396,7771815322,,RG3828433,DANIEL,GARCIA,R,,NP,207R00000X,1396 MEDICAL PLZ,SYNTH CITY 46,CO,91372,5556866428,,,True,False
rx_demand,RXD000396,HCP000396,7771815322,44406180034,,DANIEL,GARCIA,R,,NP,207R00000X,1396 MEDICAL Plaza STE 37,SYNTH CITY 46,CO,91372,,,,True,False
specialty,SPC000396,HCP000396,7771815322,,,DANIEL,GARCIA,R,,NP,207R00000X,1396 MEDICAL PLZ,SYNTH CITY 46,CO,91372,5556866428,,,True,False
hcp_master,HCP000397,HCP000397,7639698290,74812346270,FM2462989,ADAM,GRAY,R,,DO,207RR0500X,1397 MEDICAL PLZ,SYNTH CITY 47,TX,91379,5558140219,TX755641,TX,True,False
crm,CRM000397,HCP000397,7639698290,,FM2462989,ADAM,GRAY,R,,DO,207RR0500X,1397 MEDICAL Plaza STE 15,SYNTH CITY 47,TX,91379,5558140219,,,True,False
rx_demand,RXD000397,HCP000397,7639698290,74812346270,,ADAM,GRAY,R,,DO,207RR0500X,1397 MEDICAL Plaza,SYNTH CITY 47,TX,91379,,,,True,False
specialty,SPC000397,HCP000397,7639698290,,,ADAM,GRAY,R,,DO,207RR0500X,1397 MEDICAL PLZ,SYNTH CITY 47,TX,91379,5558140219,,,True,False
hcp_master,HCP000398,HCP000398,8100690147,39202141316,GA0451364,BONNIE,WILSON,J,,MD,207RC0000X,1398 MEDICAL Plaza,SYNTH CITY 48,FL,91386,5558235000,FL934061,FL,True,False
crm,CRM000398,HCP000398,8100690147,,GA0451364,BONNIE,WILSON,J,,MD,207RC0000X,1398 MEDICAL PLZ,SYNTH CITY 48,FL,91386,5558235000,,,True,False
rx_demand,RXD000398,HCP000398,8100690147,39202141316,,BONNIE,WILSON,J,,MD,207RC0000X,1398 MEDICAL Plaza STE 2,SYNTH CITY 48,FL,91386,,,,True,False
specialty,SPC000398,HCP000398,8100690147,,,BONNIE,WILSON,J,,MD,207RC0000X,1398 MEDICAL Plaza,SYNTH CITY 48,FL,91386,5558235000,,,True,False
hcp_master,HCP000399,HCP000399,9262920892,32563771915,FG1309142,HEATHER,RAMIREZ,M,,MD,208000000X,1399 MEDICAL Plaza,SYNTH CITY 49,GA,91393,5559647938,GA530370,GA,True,False
crm,CRM000399,HCP000399,7068681834,,FG1309142,HEATHER,RAMIREZ,M,,MD,208000000X,1399 MEDICAL PLZ,SYNTH CITY 49,GA,91393,5559647938,,,True,False
rx_demand,RXD000399,HCP000399,9262920892,32563771915,,HEATHER,RAMIREZ,M,,MD,208000000X,1399 MEDICAL PLZ,SYNTH CITY 49,GA,91393,,,,True,False
specialty,SPC000399,HCP000399,9262920892,,,HEATHER,RAMIREZ,M,,MD,208000000X,1399 MEDICAL PLZ,SYNTH CITY 49,GA,91393,5559647938,,,True,False
hcp_master,HCP000400,HCP000400,5658146381,36117212308,AF2209911,AMY,MENDOZA,M,III,MD,207Q00000X,1400 MEDICAL Plaza STE 21,SYNTH CITY 0,CA,90000,5556021460,CA472176,CA,True,False
crm,CRM000400,HCP000400,4047685184,,AF2209911,AMY,MENDOZA,M,III,MD,207Q00000X,1400 MEDICAL PLZ,SYNTH CITY 0,CA,90000,5556021460,,,True,False
rx_demand,RXD000400,HCP000400,5658146381,36117212308,,AMY,MENDOZA,M,III,MD,207Q00000X,1400 MEDICAL PLZ,SYNTH CITY 0,CA,90000,,,,True,False
specialty,SPC000400,HCP000400,5658146381,,,AMY,MENDOZA,M,III,MD,207Q00000X,1400 MEDICAL PLZ,SYNTH CITY 0,CA,90000,5556021460,,,True,False
hcp_master,HCP000401,HCP000401,6328541076,04201445622,MB0821751,JULIE,WARD,M,,NP,207RX0202X,1401 MEDICAL Plaza,SYNTH CITY 1,OR,90007,5558466814,OR685769,OR,False,False
crm,CRM000401,HCP000401,6328541076,,MB0821751,JULIE,WARD,M,,NP,207RX0202X,1401 MEDICAL Plaza STE 30,SYNTH CITY 1,OR,90007,5558466814,,,False,False
rx_demand,RXD000401,HCP000401,6328541076,04201445622,,JULIE,WARD,M,,NP,207RX0202X,1401 MEDICAL Plaza,SYNTH CITY 1,OR,90007,,,,False,False
specialty,SPC000401,HCP000401,6328541076,,,JULIE,WARD,M,,NP,207RX0202X,1401 MEDICAL PLZ,SYNTH CITY 1,OR,90007,5558466814,,,False,False
hcp_master,HCP000402,HCP000402,7242504364,19335182918,FM8139115,RHONDA,WALLACE,D,,PA,207R00000X,1402 MEDICAL PLZ,SYNTH CITY 2,WA,90014,5552554283,WA269362,WA,True,False
crm,CRM000402,HCP000402,7242504364,,FM8139115,RHONDA,WALLACE,D,,PA,207R00000X,1402 MEDICAL PLZ,SYNTH CITY 2,WA,90014,5552554283,,,True,False
rx_demand,RXD000402,HCP000402,7242504364,19335182918,,RHONDA,WALLACE,D,,PA,207R00000X,1402 MEDICAL Plaza,SYNTH CITY 2,WA,90014,,,,True,False
specialty,SPC000402,HCP000402,7242504364,,,RHONDA,WALLACE,D,,PA,207R00000X,1402 MEDICAL PLZ,SYNTH CITY 2,WA,90014,5552554283,,,True,False
hcp_master,HCP000403,HCP000403,7266422543,87986365920,AB6113742,TRACY,PHILLIPS,S,,DO,207RR0500X,1403 MEDICAL PLZ,SYNTH CITY 3,AZ,90021,5557961229,AZ431653,AZ,True,False
crm,CRM000403,HCP000403,7266422543,,AB6113742,TRACY,PHILLIPS,S,,DO,207RR0500X,1403 MEDICAL PLZ,SYNTH CITY 3,AZ,90021,5557961229,,,True,False
rx_demand,RXD000403,HCP000403,7266422543,87986365920,,TRACY,PHILLIPS,S,,DO,207RR0500X,1403 MEDICAL Plaza,SYNTH CITY 3,AZ,90021,,,,True,False
specialty,SPC000403,HCP000403,4356055797,,,TRACY,PHILLIPS,S,,DO,207RR0500X,1403 MEDICAL PLZ,SYNTH CITY 3,AZ,90021,5557961229,,,True,False
hcp_master,HCP000404,HCP000404,3621823517,95568805529,BP1675116,FRED,SMITH,E,,MD,207RC0000X,1404 MEDICAL PLZ,SYNTH CITY 4,CO,90028,5555132668,CO806952,CO,True,False
crm,CRM000404,HCP000404,1692153815,,BP1675116,FRED,SMITH,E,,MD,207RC0000X,1404 MEDICAL PLZ,SYNTH CITY 4,CO,90028,5555132668,,,True,False
rx_demand,RXD000404,HCP000404,3621823517,95568805529,,FRED,SMITH,E,,MD,207RC0000X,1404 MEDICAL PLZ,SYNTH CITY 4,CO,90028,,,,True,False
specialty,SPC000404,HCP000404,3621823517,,,FRED,SMITH,E,,MD,207RC0000X,1404 MEDICAL Plaza STE 37,SYNTH CITY 4,CO,90028,5555132668,,,True,False
hcp_master,HCP000405,HCP000405,0150417091,89018941126,AM8199213,LAURA,ANDREWS,J,,PA,208000000X,1405 MEDICAL PLZ,SYNTH CITY 5,TX,90035,5553853185,TX239345,TX,True,False
crm,CRM000405,HCP000405,0150417091,,AM8199213,LAURA,ANDREWS,J,,PA,208000000X,1405 MEDICAL Plaza,SYNTH CITY 5,TX,90035,5553853185,,,True,False
rx_demand,RXD000405,HCP000405,,89018941126,,LAURA,ANDREWS,J,,PA,208000000X,1405 MEDICAL Plaza STE 14,SYNTH CITY 5,TX,90035,,,,True,False
specialty,SPC000405,HCP000405,0150417091,,,LAURA,ANDREWS,J,,PA,208000000X,1405 MEDICAL Plaza,SYNTH CITY 5,TX,90035,5553853185,,,True,False
hcp_master,HCP000406,HCP000406,7898145199,27106027432,MR7341123,AMANDA,WHITE,K,,MD,207Q00000X,1406 MEDICAL Plaza,SYNTH CITY 6,FL,90042,5551506888,FL397976,FL,True,False
