entity_id,npi,me_number,dea_number,first_name,middle_name,last_name,suffix,credential,specialty_code,specialty_name,state_license,license_state,practice_zip5,practice_address1,practice_city,practice_state,phone,is_active,retired_date,relocated_date,volume_latent,do_not_contact,sample_eligible
HCP000416,5521889340,04642592432,MF6061383,REBECCA,S,SANDOVAL,,PA,207RC0000X,Cardiovascular Disease,CA956057,CA,90112,1416 MEDICAL PLZ,SYNTH CITY 16,CA,5559181120,True,,,21.710720907668037,False,True
HCP000417,3787324581,35232957502,PG7755221,REBECCA,T,WHITEHEAD,,PA,208000000X,Pediatrics,OR495945,OR,90119,1417 MEDICAL PLZ,SYNTH CITY 17,OR,5556418097,True,,,6.353282882992982,False,True
HCP000418,8225620730,36137731056,MF0204306,TROY,H,LEWIS,,DO,207Q00000X,Family Medicine,WA181705,WA,90126,1418 MEDICAL PLZ,SYNTH CITY 18,WA,5557345678,False,2024-02-17,,11.433434739173805,False,True
HCP000419,7757975488,08290963081,AP6136634,REBECCA,J,ROBINSON,III,MD,207RX0202X,Medical Oncology,AZ934396,AZ,90133,1419 MEDICAL PLZ,SYNTH CITY 19,AZ,5551381476,True,,,9.251434566386571,False,True
HCP000420,3737987313,58195070657,FA3792383,RICHARD,E,BRADY,,MD,207R00000X,Internal Medicine,CO624950,CO,90140,1420 MEDICAL PLZ,SYNTH CITY 20,CO,5555385396,True,,,7.9666676944106305,False,True
HCP000421,5105199322,51418148411,MA3638618,KATHERINE,R,KIRBY,,PA,207RR0500X,Rheumatology,TX455722,TX,90147,1421 MEDICAL PLZ,SYNTH CITY 21,TX,5554827314,True,,,172.71936373597927,False,True
HCP000422,3512519216,71681446355,AG5958369,NICHOLAS,C,RUIZ,,MD,207RC0000X,Cardiovascular Disease,FL600401,FL,90154,1422 MEDICAL PLZ,SYNTH CITY 22,FL,5559033273,True,,,101.15312655821249,False,True
HCP000423,2127434381,36306565590,AR8454947,CHRISTOPHER,T,SCOTT,,DO,208000000X,Pediatrics,GA459197,GA,90161,1423 MEDICAL PLZ,SYNTH CITY 23,GA,5551125259,True,,,3.9854960908454173,False,True
HCP000424,9946702559,36745446976,AG9353173,KATHERINE,J,COOPER,,NP,207Q00000X,Family Medicine,NY944287,NY,90168,1424 MEDICAL PLZ,SYNTH CITY 24,NY,5555982045,True,,,2.7750795966967003,False,True
HCP000425,5744484358,67743575200,FP7870898,ALLISON,K,DAVIS,,DO,207RX0202X,Medical Oncology,NJ266669,NJ,90175,1425 MEDICAL PLZ,SYNTH CITY 25,NJ,5558093569,True,,,9.376973595371936,False,True
HCP000426,8936822336,73952683468,GR7446022,ANDREW,M,CARR,,PA,207R00000X,Internal Medicine,MA194818,MA,90182,1426 MEDICAL PLZ,SYNTH CITY 26,MA,5553657211,True,,,10.414625119555135,False,True
HCP000427,8188124977,99512183729,PF4019886,AMY,J,ROBERTS,,MD,207RR0500X,Rheumatology,PA398563,PA,90189,1427 MEDICAL PLZ,SYNTH CITY 27,PA,5551006211,True,,,11.198449378436157,False,True
HCP000428,9372627403,22597369220,PP4869993,JASON,M,GILBERT,,NP,207RC0000X,Cardiovascular Disease,IL386216,IL,90196,1428 MEDICAL PLZ,SYNTH CITY 28,IL,5555032075,True,,,52.02845562664586,False,True
HCP000429,7754936244,37702278335,RF2597570,GREGORY,J,HILL,,PA,208000000X,Pediatrics,OH414901,OH,90203,1429 MEDICAL PLZ,SYNTH CITY 29,OH,5557214458,True,,,23.887410342947774,False,True
HCP000430,7566697315,81558775898,FB0979741,AUDREY,Z,RODRIGUEZ,,MD,207Q00000X,Family Medicine,MI441362,MI,90210,1430 MEDICAL PLZ,SYNTH CITY 30,MI,5558525371,True,,,3.061463935535405,False,True
HCP000431,1310953322,13192375354,FM3947265,PATTY,C,GRAVES,,NP,207RX0202X,Medical Oncology,MN152728,MN,90217,1431 MEDICAL PLZ,SYNTH CITY 31,MN,5557212242,True,,,69.12194048655873,False,True
HCP000432,7403925374,45421636387,FF7000342,JAMIE,J,WOLFE,,MD,207R00000X,Internal Medicine,CA367666,CA,90224,1432 MEDICAL PLZ,SYNTH CITY 32,CA,5556167847,True,,,32.748434664035884,False,True
HCP000433,5063270271,99042495958,BF2752131,HEATHER,E,ELLIOTT,,NP,207RR0500X,Rheumatology,OR312129,OR,90231,1433 MEDICAL PLZ,SYNTH CITY 33,OR,5554952784,True,,,5.357223465461572,False,True
HCP000434,1400585083,68412243536,GR8305394,NICOLE,M,PALMER,,DO,207RC0000X,Cardiovascular Disease,WA201276,WA,90238,1434 MEDICAL PLZ,SYNTH CITY 34,WA,5559617994,True,,,5.366663242810591,False,True
HCP000435,2764454908,23501960745,PP1329760,TARA,A,GONZALEZ,,PA,208000000X,Pediatrics,AZ498443,AZ,90245,1435 MEDICAL PLZ,SYNTH CITY 35,AZ,5555015154,True,,,13.532293173115765,False,True
HCP000436,4775768474,14566857816,FR5672577,DEREK,J,HOLLAND,,MD,207Q00000X,Family Medicine,CO338615,CO,90252,1436 MEDICAL PLZ,SYNTH CITY 36,CO,5558709601,True,,,3.4784087886978985,False,True
HCP000437,6248578844,04784583195,BB3248798,DIANE,G,BLANKENSHIP,JR,PA,207RX0202X,Medical Oncology,TX406275,TX,90259,1437 MEDICAL PLZ,SYNTH CITY 37,TX,5557484755,True,,,9.228518655229317,False,True
HCP000438,2751231921,56998471811,PP1910922,ERIC,T,GENTRY,,PA,207R00000X,Internal Medicine,FL989244,FL,90266,1438 MEDICAL PLZ,SYNTH CITY 38,FL,5551779565,True,,,10.860601553922907,False,True
HCP000439,2358168799,05328290469,PA7387138,JOSEPH,S,MIRANDA,,PA,207RR0500X,Rheumatology,GA450626,GA,90273,1439 MEDICAL PLZ,SYNTH CITY 39,GA,5558160999,True,,,15.751902003530086,False,True
HCP000440,4459653695,02058926336,MM0420041,KATHRYN,B,MARTIN,,NP,207RC0000X,Cardiovascular Disease,NY987111,NY,90280,1440 MEDICAL PLZ,SYNTH CITY 40,NY,5557375221,True,,,2.7441578051444044,True,True
HCP000441,7980846472,82642704696,RP2836256,KENNETH,O,GREEN,,PA,208000000X,Pediatrics,NJ602840,NJ,91344,1441 MEDICAL PLZ,SYNTH CITY 42,CA,5558941824,True,,2024-02-18,2.3835932977321623,False,True
HCP000442,9786619665,41167269591,FG3143234,BONNIE,E,HORNE,,PA,207Q00000X,Family Medicine,MA450292,MA,90294,1442 MEDICAL PLZ,SYNTH CITY 42,MA,5556386228,True,,,21.558500322059196,False,True
HCP000443,0841137017,57636523954,PB2984936,ROBERT,A,RIOS,,MD,207RX0202X,Medical Oncology,PA317231,PA,90301,1443 MEDICAL PLZ,SYNTH CITY 43,PA,5558282721,True,,,3.202857481629181,False,True
HCP000444,4026379667,59678339476,AF3179914,JOSHUA,M,MILLER,,MD,207R00000X,Internal Medicine,IL873681,IL,90308,1444 MEDICAL PLZ,SYNTH CITY 44,IL,5551696314,True,,,4.702862536248844,False,True
HCP000445,1445893948,73541343936,AF8890820,OLIVIA,S,MCGUIRE,,NP,207RR0500X,Rheumatology,OH615789,OH,90315,1445 MEDICAL PLZ,SYNTH CITY 45,OH,5558937982,True,,,2.1986152601298388,False,True
HCP000446,0515911341,91293542570,RB9996986,CHRISTINE,S,JONES,,PA,207RC0000X,Cardiovascular Disease,MI933009,MI,90322,1446 MEDICAL PLZ,SYNTH CITY 46,MI,5556716856,True,,,11.2675322129822,False,True
HCP000447,1821619040,84775190367,GF4938066,KATHERINE,L,SNYDER,,NP,208000000X,Pediatrics,MN500740,MN,90329,1447 MEDICAL PLZ,SYNTH CITY 47,MN,5556342891,True,,,2.1236223156576903,False,True
HCP000448,8566171475,62883729287,FP6632603,JON,L,PATTON,JR,MD,207Q00000X,Family Medicine,CA945726,CA,90336,1448 MEDICAL PLZ,SYNTH CITY 48,CA,5557939110,True,,,7.503090290299515,False,True
HCP000449,7827644213,96429928471,GA8326937,PAUL,D,HAAS,,NP,207RX0202X,Medical Oncology,OR215162,OR,90343,1449 MEDICAL PLZ,SYNTH CITY 49,OR,5558898200,True,,,2.3697655685620886,False,True
HCP000450,8176939725,21181268367,MM2607770,PHILLIP,D,HORN,,PA,207R00000X,Internal Medicine,WA581015,WA,90350,1450 MEDICAL PLZ,SYNTH CITY 0,WA,5556143940,True,,,4.373518742631072,False,True
HCP000451,6212953387,69642079641,MB6389239,VINCENT,J,MARSHALL,,MD,207RR0500X,Rheumatology,AZ489628,AZ,90357,1451 MEDICAL PLZ,SYNTH CITY 1,AZ,5551289546,True,,,29.25866116240474,False,True
HCP000452,5448806476,72872253641,FP8370970,ANDRE,D,REYES,,NP,207RC0000X,Cardiovascular Disease,CO315975,CO,90364,1452 MEDICAL PLZ,SYNTH CITY 2,CO,5559028671,True,,,3.8098629471812915,False,True
HCP000453,2912540921,10498168667,GA6689390,JENNIFER,A,HUFFMAN,,PA,208000000X,Pediatrics,TX714892,TX,90371,1453 MEDICAL PLZ,SYNTH CITY 3,TX,5556699580,True,,,2.6851718222769954,False,True
HCP000454,2630603688,35158095669,MR2261122,TRACY,K,ADAMS,,MD,207Q00000X,Family Medicine,FL280298,FL,90378,1454 MEDICAL PLZ,SYNTH CITY 4,FL,5553543850,True,,,13.019498256960247,False,True
HCP000455,3359598778,79678109575,GA2040827,DAWN,S,CASTILLO,,MD,207RX0202X,Medical Oncology,GA809238,GA,90385,1455 MEDICAL PLZ,SYNTH CITY 5,GA,5558314716,True,,,33.36104802044757,False,True
HCP000456,7048416359,56907470506,BB0299095,RICKY,P,KANE,,DO,207R00000X,Internal Medicine,NY263524,NY,90392,1456 MEDICAL PLZ,SYNTH CITY 6,NY,5553065662,True,,,2.0171650026952688,False,True
HCP000457,3680619285,73446474337,AF3614694,MORGAN,L,PARKER,,PA,207RR0500X,Rheumatology,NJ318615,NJ,90399,1457 MEDICAL PLZ,SYNTH CITY 7,NJ,5559239178,True,,,2.705831460666005,False,True
HCP000458,6182655798,73519987872,BG4779703,BRIAN,M,BURTON,,DO,207RC0000X,Cardiovascular Disease,MA980653,MA,90406,1458 MEDICAL PLZ,SYNTH CITY 8,MA,5553596810,True,,,42.64782486188611,False,True
HCP000459,3675451165,09378911678,GB7646280,CHAD,B,THOMPSON,,NP,208000000X,Pediatrics,PA833326,PA,90413,1459 MEDICAL PLZ,SYNTH CITY 9,PA,5559215747,True,,,5.318260824515477,False,True
HCP000460,1551348869,46472129023,PF8963561,EMILY,D,DUNLAP,,PA,207Q00000X,Family Medicine,IL650479,IL,90420,1460 MEDICAL PLZ,SYNTH CITY 10,IL,5558747398,True,,,1.5893801650017718,False,True
HCP000461,0932382563,67151064209,PR1021461,DYLAN,M,SOLOMON,,DO,207RX0202X,Medical Oncology,OH514628,OH,90427,1461 MEDICAL PLZ,SYNTH CITY 11,OH,5556312595,True,,,1.6536560370579179,False,True
HCP000462,9479186584,59474339828,MA7184940,MARK,L,GARNER,,DO,207R00000X,Internal Medicine,MI283693,MI,90434,1462 MEDICAL PLZ,SYNTH CITY 12,MI,5558774270,True,,,3.2118458615955388,False,True
HCP000463,7689415694,55006160834,FF5669186,JULIA,C,SAVAGE,,NP,207RR0500X,Rheumatology,MN266506,MN,90441,1463 MEDICAL PLZ,SYNTH CITY 13,MN,5552573165,True,,,5.072651263844391,False,True
HCP000464,6979073585,27860177854,AP9043772,REBECCA,E,REESE,,PA,207RC0000X,Cardiovascular Disease,CA767175,CA,90448,1464 MEDICAL PLZ,SYNTH CITY 14,CA,5552460841,True,,,1.9753743330235134,False,True
HCP000465,6857357464,87356988733,GF9886112,MEGAN,N,JIMENEZ,,NP,208000000X,Pediatrics,OR891863,OR,90455,1465 MEDICAL PLZ,SYNTH CITY 15,OR,5554009528,True,,,6.251577784523804,False,True
HCP000466,9985004834,32629870947,BP3729744,LISA,M,MOODY,,PA,207Q00000X,Family Medicine,WA848215,WA,90462,1466 MEDICAL PLZ,SYNTH CITY 16,WA,5559997246,True,,,6.87013406052732,False,True
HCP000467,0298085867,78510448080,GF5071758,AUSTIN,J,PRUITT,,DO,207RX0202X,Medical Oncology,AZ472980,AZ,90469,1467 MEDICAL PLZ,SYNTH CITY 17,AZ,5556966785,True,,,1.355930214563842,False,True
HCP000468,6189630067,10663785207,MF0894268,LINDA,C,CAMERON,JR,MD,207R00000X,Internal Medicine,CO470096,CO,90476,1468 MEDICAL PLZ,SYNTH CITY 18,CO,5555062674,True,,,3.0131149355337286,False,True
HCP000469,2523804559,32437880034,AR8475680,TRICIA,T,COHEN,,MD,207RR0500X,Rheumatology,TX632719,TX,90483,1469 MEDICAL PLZ,SYNTH CITY 19,TX,5554573255,True,,,4.923581136828589,False,True
HCP000470,9510304485,36001729492,FA8507868,RANDALL,D,FRAZIER,,DO,207RC0000X,Cardiovascular Disease,FL647322,FL,90490,1470 MEDICAL PLZ,SYNTH CITY 20,FL,5556506399,True,,,19.709959911112303,False,True
HCP000471,7264623613,35171546055,BF7559489,CINDY,P,BELL,,NP,208000000X,Pediatrics,GA141913,GA,90497,1471 MEDICAL PLZ,SYNTH CITY 21,GA,5557285263,True,,,12.897747887774017,False,True
HCP000472,1067203756,07746052848,GG9943613,PATRICK,S,CLARK,,PA,207Q00000X,Family Medicine,NY451273,NY,90504,1472 MEDICAL PLZ,SYNTH CITY 22,NY,5558870495,True,,,29.550361185538293,False,True
HCP000473,8036689429,08376763104,RM6244163,NICHOLAS,T,COLE,SR,PA,207RX0202X,Medical Oncology,NJ300354,NJ,90511,1473 MEDICAL PLZ,SYNTH CITY 23,NJ,5557112783,True,,,1.3601488968081252,False,True
HCP000474,7648487131,01064478546,FG2116840,MICHAEL,S,OCHOA,,NP,207R00000X,Internal Medicine,MA124218,MA,90518,1474 MEDICAL PLZ,SYNTH CITY 24,MA,5551737677,True,,,30.466676061451498,False,True
HCP000475,5020519067,27042044380,GB7571403,DEANNA,D,DECKER,,MD,207RR0500X,Rheumatology,PA432026,PA,90525,1475 MEDICAL PLZ,SYNTH CITY 25,PA,5558837386,False,2024-02-12,,2.6197907056073335,False,True
HCP000476,1620241806,35079713774,RB7475488,LAURA,J,CHAMBERS,,DO,207RC0000X,Cardiovascular Disease,IL774714,IL,90532,1476 MEDICAL PLZ,SYNTH CITY 26,IL,5558800923,True,,,3.336878808688486,False,True
HCP000477,3462047390,88787813840,PM9015153,JENNIFER,A,SANCHEZ,,MD,208000000X,Pediatrics,OH887482,OH,90539,1477 MEDICAL PLZ,SYNTH CITY 27,OH,5552384055,True,,,8.440049969677936,False,True
HCP000478,5782381136,54819329643,GP1134827,KRISTEN,M,JACKSON,,PA,207Q00000X,Family Medicine,MI904286,MI,90007,1478 MEDICAL PLZ,SYNTH CITY 1,OR,5558174785,True,,2024-03-21,1.6937435183622904,False,True
HCP000479,7398199720,64732642635,FR8471928,ANGELICA,K,WRIGHT,III,NP,207RX0202X,Medical Oncology,MN882216,MN,90553,1479 MEDICAL PLZ,SYNTH CITY 29,MN,5557447265,True,,,2.3718949976704846,False,True
HCP000480,0743811057,18406326994,PB8955508,ROBERT,A,CORTEZ,,MD,207R00000X,Internal Medicine,CA822046,CA,90560,1480 MEDICAL PLZ,SYNTH CITY 30,CA,5554264917,True,,,13.123078497821302,False,True
HCP000481,8325965811,26888840946,AR8918615,REBECCA,D,JORDAN,,MD,207RR0500X,Rheumatology,OR607074,OR,90567,1481 MEDICAL PLZ,SYNTH CITY 31,OR,5557097275,True,,,7.212486023143359,False,True
HCP000482,7735593379,38813711154,FA6826755,KENNETH,T,FARLEY,,PA,207RC0000X,Cardiovascular Disease,WA740592,WA,90574,1482 MEDICAL PLZ,SYNTH CITY 32,WA,5559124651,True,,,20.8296531051645,False,True
HCP000483,6262347506,16249284988,BP3996950,IVAN,D,FOX,,MD,208000000X,Pediatrics,AZ158871,AZ,90581,1483 MEDICAL PLZ,SYNTH CITY 33,AZ,5557509202,True,,,2.0137028682651943,False,True
HCP000484,9321521277,55487181043,PM0477565,LYDIA,J,CLAYTON,,NP,207Q00000X,Family Medicine,CO150550,CO,90588,1484 MEDICAL PLZ,SYNTH CITY 34,CO,5557257372,True,,,1.2538110507833018,False,True
HCP000485,2656960244,11193933495,AB9189255,VICTORIA,C,MYERS,,MD,207RX0202X,Medical Oncology,TX387368,TX,90595,1485 MEDICAL PLZ,SYNTH CITY 35,TX,5559460851,True,,,3.5441719551211435,False,True
HCP000486,3718217136,41210641362,FP6734880,MONICA,M,WARD,,PA,207R00000X,Internal Medicine,FL341794,FL,90602,1486 MEDICAL PLZ,SYNTH CITY 36,FL,5555511782,True,,,8.04110040232315,False,True
HCP000487,0241867965,54409862912,AF3739355,MARY,A,KELLY,,PA,207RR0500X,Rheumatology,GA943989,GA,90609,1487 MEDICAL PLZ,SYNTH CITY 37,GA,5552057147,True,,,33.4338254810304,False,True
HCP000488,0209386677,96263853673,PB2860632,MARY,M,WARD,,PA,207RC0000X,Cardiovascular Disease,NY492199,NY,90616,1488 MEDICAL PLZ,SYNTH CITY 38,NY,5553670087,True,,,39.23677628729832,True,True
HCP000489,7514666958,33637791374,MP8224590,MARIE,M,LAWSON,,NP,208000000X,Pediatrics,NJ707851,NJ,90623,1489 MEDICAL PLZ,SYNTH CITY 39,NJ,5553247269,True,,,9.75229913692969,False,True
HCP000490,6668800397,09088235712,PP1888261,ALEJANDRA,S,TOWNSEND,SR,NP,207Q00000X,Family Medicine,MA278879,MA,90630,1490 MEDICAL PLZ,SYNTH CITY 40,MA,5552675833,True,,,11.008529647558492,False,True
HCP000491,2329245247,14331901193,GP0016968,AARON,R,PAYNE,,PA,207RX0202X,Medical Oncology,PA244132,PA,90637,1491 MEDICAL PLZ,SYNTH CITY 41,PA,5558148408,True,,,5.592388732767173,False,True
HCP000492,8881792831,24911974497,RA5705096,TRAVIS,J,SCHWARTZ,,MD,207R00000X,Internal Medicine,IL823470,IL,90644,1492 MEDICAL PLZ,SYNTH CITY 42,IL,5552765982,True,,,24.897188359429016,False,True
HCP000493,3162586226,25308661235,PR5347347,STEVEN,R,MORRIS,,NP,207RR0500X,Rheumatology,OH359765,OH,90651,1493 MEDICAL PLZ,SYNTH CITY 43,OH,5551544746,True,,,2.775646881518584,False,True
HCP000494,9726433094,99281359248,GM4025029,ANGEL,J,SUAREZ,,MD,207RC0000X,Cardiovascular Disease,MI606764,MI,90658,1494 MEDICAL PLZ,SYNTH CITY 44,MI,5552844229,True,,,2.253680681082369,False,True
HCP000495,0209756192,50404247201,PM9817007,MICHAEL,R,FORD,SR,NP,208000000X,Pediatrics,MN377146,MN,90665,1495 MEDICAL PLZ,SYNTH CITY 45,MN,5559868725,True,,,1.0222446341148017,False,True
HCP000496,6749608066,78658252184,AP9638723,BRIAN,M,HARRINGTON,,NP,207Q00000X,Family Medicine,CA132826,CA,90672,1496 MEDICAL PLZ,SYNTH CITY 46,CA,5553066559,True,,,6.727650658722259,False,True
HCP000497,3122808611,02325611642,BA8853239,KATHERINE,M,LAWSON,,DO,207RX0202X,Medical Oncology,OR338762,OR,90679,1497 MEDICAL PLZ,SYNTH CITY 47,OR,5558287943,True,,,2.862523060354403,False,True
HCP000498,9130156257,52711331096,PA7374221,ERNEST,S,MITCHELL,,PA,207R00000X,Internal Medicine,WA846116,WA,90686,1498 MEDICAL PLZ,SYNTH CITY 48,WA,5552502950,True,,,9.44500452119904,True,True
HCP000499,3425520459,08470007279,MR9786213,JUAN,K,YANG,,MD,207RR0500X,Rheumatology,AZ554416,AZ,90693,1499 MEDICAL PLZ,SYNTH CITY 49,AZ,5555487484,True,,,6.311207829108392,False,True
HCP000500,9991742492,45743932335,MA8216279,MELISSA,W,CASTANEDA,,DO,207RC0000X,Cardiovascular Disease,CO411462,CO,90700,1500 MEDICAL PLZ,SYNTH CITY 0,CO,5556519161,True,,,59.74398966912049,False,True
HCP000501,3157720186,58201121625,FM6581535,KYLIE,A,GREEN,,PA,208000000X,Pediatrics,TX820611,TX,90707,1501 MEDICAL PLZ,SYNTH CITY 1,TX,5554834482,True,,,2.953238093616985,False,True
HCP000502,1220591014,31063328377,AB8841296,APRIL,A,RIVERA,,MD,207Q00000X,Family Medicine,FL372925,FL,90714,1502 MEDICAL PLZ,SYNTH CITY 2,FL,5555334669,True,,,17.13964261110166,False,True
HCP000503,3394409817,49561153907,MR9836142,LISA,C,NGUYEN,,MD,207RX0202X,Medical Oncology,GA612065,GA,90721,1503 MEDICAL PLZ,SYNTH CITY 3,GA,5554608230,True,,,12.120615823117982,False,True
HCP000504,2566401362,34073542191,RA0998741,ANGELA,T,ORTIZ,,NP,207R00000X,Internal Medicine,NY131456,NY,90728,1504 MEDICAL PLZ,SYNTH CITY 4,NY,5551695973,True,,,3.447549539126205,False,True
HCP000505,5456235881,45939767766,FF5869645,AARON,I,WOODS,,DO,207RR0500X,Rheumatology,NJ323918,NJ,90735,1505 MEDICAL PLZ,SYNTH CITY 5,NJ,5552816855,True,,,0.914756050702245,False,True
HCP000506,3906495577,88573306289,RB6755435,CARMEN,B,MCGUIRE,III,MD,207RC0000X,Cardiovascular Disease,MA623868,MA,90742,1506 MEDICAL PLZ,SYNTH CITY 6,MA,5553429767,True,,,37.90857317332135,False,True
HCP000507,4461108068,52516705607,GF4667070,KRISTEN,L,JONES,,MD,208000000X,Pediatrics,PA719683,PA,90749,1507 MEDICAL PLZ,SYNTH CITY 7,PA,5555973294,True,,,1.5223083519737715,False,True
HCP000508,6869055841,85922551641,GM0962789,KRISTI,M,PATEL,,MD,207Q00000X,Family Medicine,IL287825,IL,90756,1508 MEDICAL PLZ,SYNTH CITY 8,IL,5558880227,True,,,58.84953159807931,False,True
HCP000509,3235720653,76774356553,AF8777927,LAUREN,C,CRAWFORD,,MD,207RX0202X,Medical Oncology,OH487473,OH,90763,1509 MEDICAL PLZ,SYNTH CITY 9,OH,5552266539,True,,,41.65013777186146,False,True
HCP000510,3434048112,27365176276,PP3903652,JAMES,D,HART,,PA,207R00000X,Internal Medicine,MI711892,MI,90770,1510 MEDICAL PLZ,SYNTH CITY 10,MI,5555771930,True,,,7.310053001798981,False,True
HCP000511,7392611472,59329328808,MB5211158,PAMELA,K,WILLIAMS,SR,NP,207RR0500X,Rheumatology,MN851750,MN,90777,1511 MEDICAL PLZ,SYNTH CITY 11,MN,5557594004,True,,,30.84424510729965,False,True
HCP000512,5008215290,98229608164,AP6867995,JOSE,J,GOOD,,MD,207RC0000X,Cardiovascular Disease,CA198644,CA,90784,1512 MEDICAL PLZ,SYNTH CITY 12,CA,5552047115,True,,,1.8122800207597356,False,True
HCP000513,8328769137,65320590464,MM9673101,ELAINE,J,JOHNSON,,PA,208000000X,Pediatrics,OR652030,OR,90791,1513 MEDICAL PLZ,SYNTH CITY 13,OR,5557052267,True,,,26.08979490890038,False,True
HCP000514,8973922734,19192425015,MR8977399,TIFFANY,C,LOZANO,,MD,207Q00000X,Family Medicine,WA544572,WA,90798,1514 MEDICAL PLZ,SYNTH CITY 14,WA,5556713574,True,,,10.22545758137411,False,True
HCP000515,5865061357,25333017141,GM4725250,JESSICA,C,HOFFMAN,,PA,207RX0202X,Medical Oncology,AZ344685,AZ,90805,1515 MEDICAL PLZ,SYNTH CITY 15,AZ,5553323731,True,,,14.747181268790012,False,True
HCP000516,2455392409,94176950968,AG4281029,WILLIAM,J,WILSON,,MD,207R00000X,Internal Medicine,CO455493,CO,90812,1516 MEDICAL PLZ,SYNTH CITY 16,CO,5555966598,True,,,31.325242438566047,False,True
HCP000517,0621470398,74370738791,BR3864007,COURTNEY,S,COLLINS,JR,PA,207RR0500X,Rheumatology,TX663849,TX,90819,1517 MEDICAL PLZ,SYNTH CITY 17,TX,5557463524,True,,,26.594014938237027,False,True
HCP000518,5987886806,03196067389,RA4744346,TRACY,J,WERNER,,MD,207RC0000X,Cardiovascular Disease,FL224785,FL,90826,1518 MEDICAL PLZ,SYNTH CITY 18,FL,5557944178,True,,,3.6939938960071097,False,True
HCP000519,2663465492,88157037996,AA8711187,SIERRA,J,DAVIS,,PA,208000000X,Pediatrics,GA931319,GA,90833,1519 MEDICAL PLZ,SYNTH CITY 19,GA,5555795854,True,,,1.178867388672791,False,True
HCP000520,2059036311,14963921854,MR2997101,CARLOS,P,WHITNEY,,NP,207Q00000X,Family Medicine,NY105651,NY,90840,1520 MEDICAL PLZ,SYNTH CITY 20,NY,5554359632,True,,,0.7296250801173472,False,True
HCP000521,8996104450,01932498066,RR7638999,BRIAN,Z,PRUITT,,NP,207RX0202X,Medical Oncology,NJ316173,NJ,90847,1521 MEDICAL PLZ,SYNTH CITY 21,NJ,5551287866,True,,,5.990598928845443,False,True
HCP000522,3856364948,08193869366,BP1811410,JOSHUA,M,HARRIS,,MD,207R00000X,Internal Medicine,MA139627,MA,90854,1522 MEDICAL PLZ,SYNTH CITY 22,MA,5552237802,True,,,21.01576143937407,False,True
HCP000523,0968408506,14489668256,BR2038328,BRENT,K,CAMPBELL,,MD,207RR0500X,Rheumatology,PA389194,PA,90861,1523 MEDICAL PLZ,SYNTH CITY 23,PA,5551016645,True,,,7.346038131252767,False,True
HCP000524,2666380896,64126544089,BF6019158,MICHAEL,S,ROSS,,NP,207RC0000X,Cardiovascular Disease,IL746097,IL,90868,1524 MEDICAL PLZ,SYNTH CITY 24,IL,5554641450,True,,,6.429849184836497,False,True
HCP000525,7772226081,24715016562,BF1827162,DERRICK,R,SCHROEDER,,DO,208000000X,Pediatrics,OH212172,OH,90875,1525 MEDICAL PLZ,SYNTH CITY 25,OH,5557776540,True,,,1.2980785573117433,False,True
HCP000526,6963284586,20652260794,GG0634083,DERRICK,G,HOWARD,,MD,207Q00000X,Family Medicine,MI567964,MI,90882,1526 MEDICAL PLZ,SYNTH CITY 26,MI,5551301058,True,,,5.022291823824244,False,True
HCP000527,3062819727,58492793135,MG9569932,JOSHUA,M,HENSLEY,,NP,207RX0202X,Medical Oncology,MN728493,MN,90889,1527 MEDICAL PLZ,SYNTH CITY 27,MN,5556946853,True,,,20.11208715532651,False,True
HCP000528,9071898743,28773446712,AG6270866,LAUREN,C,THOMAS,,NP,207R00000X,Internal Medicine,CA771913,CA,90896,1528 MEDICAL PLZ,SYNTH CITY 28,CA,5552629138,True,,,13.058562151195728,False,True
HCP000529,2669592828,90419389173,AB5862237,BOBBY,R,HURST,SR,MD,207RR0500X,Rheumatology,OR965105,OR,90903,1529 MEDICAL PLZ,SYNTH CITY 29,OR,5555542045,True,,,7.542064872095484,False,True
HCP000530,4278694235,67273469575,FR9384757,KIMBERLY,T,CARTER,,NP,207RC0000X,Cardiovascular Disease,WA556614,WA,90910,1530 MEDICAL PLZ,SYNTH CITY 30,WA,5558191581,True,,,10.611722428514586,False,True
HCP000531,1730941287,40508424131,MR4008321,DAVID,T,ALLEN,III,MD,208000000X,Pediatrics,AZ162143,AZ,90917,1531 MEDICAL PLZ,SYNTH CITY 31,AZ,5557305178,True,,,3.9842359919695074,False,True
HCP000532,3795336015,66299019049,MF0350543,CHARLOTTE,D,ROSS,,PA,207Q00000X,Family Medicine,CO631779,CO,90924,1532 MEDICAL PLZ,SYNTH CITY 32,CO,5555264423,True,,,12.509833064505848,False,True
HCP000533,4632711659,86815974930,PF0209891,NICHOLAS,M,WILLIAMS,,PA,207RX0202X,Medical Oncology,TX701988,TX,90931,1533 MEDICAL PLZ,SYNTH CITY 33,TX,5559568919,True,,,10.758652575959394,False,True
HCP000534,1677881371,34068836164,RM0872213,MICHELLE,T,FLEMING,,PA,207R00000X,Internal Medicine,FL425981,FL,90938,1534 MEDICAL PLZ,SYNTH CITY 34,FL,5554291947,True,,,3.067021156368508,False,True
HCP000535,8782900160,26251936454,AP6208397,CARRIE,K,WALKER,,PA,207RR0500X,Rheumatology,GA131890,GA,90945,1535 MEDICAL PLZ,SYNTH CITY 35,GA,5553211760,True,,,33.63408485277877,False,True
